"MUN","AGEB","NOM_LOC","POBTOT","TVIVPARHAB"
"025","081A","Total AGEB urbana",5106,"1311"
"025","0824","Total AGEB urbana",5135,"1310"
"025","0839","Total AGEB urbana",4592,"1151"
"025","0932","Total AGEB urbana",5414,"1379"
"025","0947","Total AGEB urbana",2284,"568"
"025","1131","Total AGEB urbana",7339,"1931"
"025","1201","Total AGEB urbana",3674,"1011"
"025","1216","Total AGEB urbana",3893,"1091"
"025","1220","Total AGEB urbana",4347,"1169"
"025","1235","Total AGEB urbana",2852,"846"
"025","1288","Total AGEB urbana",4936,"1292"
"025","1292","Total AGEB urbana",2725,"756"
"025","1305","Total AGEB urbana",2788,"804"
"025","1521","Total AGEB urbana",3829,"966"
"025","1536","Total AGEB urbana",3806,"1022"
"025","1729","Total AGEB urbana",2470,"599"
"025","1733","Total AGEB urbana",1028,"313"
"025","1748","Total AGEB urbana",24,"7"
"025","1752","Total AGEB urbana",148,"39"
"025","1767","Total AGEB urbana",1919,"549"
"025","1771","Total AGEB urbana",121,"38"
"025","1786","Total AGEB urbana",1436,"338"
"025","1790","Total AGEB urbana",2553,"602"
"025","1818","Total AGEB urbana",2032,"509"
"025","1822","Total AGEB urbana",2840,"717"
"025","1837","Total AGEB urbana",1795,"454"
"025","1841","Total AGEB urbana",2779,"701"
"025","1856","Total AGEB urbana",3884,"952"
"025","1860","Total AGEB urbana",3456,"865"
"025","1907","Total AGEB urbana",3719,"906"
"025","1926","Total AGEB urbana",248,"60"
"025","1930","Total AGEB urbana",2742,"750"
"025","2017","Total AGEB urbana",1718,"458"
"025","2021","Total AGEB urbana",7110,"1904"
"025","2036","Total AGEB urbana",4815,"1277"
"025","2040","Total AGEB urbana",6170,"1709"
"025","2055","Total AGEB urbana",3347,"878"
"025","206A","Total AGEB urbana",3270,"856"
"025","2074","Total AGEB urbana",235,"61"
"025","2089","Total AGEB urbana",10960,"2190"
"025","2093","Total AGEB urbana",2690,"787"
"025","2106","Total AGEB urbana",2894,"912"
"025","213A","Total AGEB urbana",73,"16"
"025","2144","Total AGEB urbana",1714,"454"
"025","2163","Total AGEB urbana",6572,"1864"
"025","2178","Total AGEB urbana",3323,"802"
"025","2360","Total AGEB urbana",596,"180"
"025","188A","Total AGEB urbana",5781,"1532"
"025","2233","Total AGEB urbana",1875,"465"
"025","2248","Total AGEB urbana",1790,"431"
"025","0044","Total AGEB urbana",5599,"1427"
"025","1095","Total AGEB urbana",1380,"327"
"025","1108","Total AGEB urbana",1225,"307"
"025","2197","Total AGEB urbana",141,"34"
"025","220A","Total AGEB urbana",20,"11"
"025","2214","Total AGEB urbana",120,"28"
"025","0133","Total AGEB urbana",7859,"2079"
"025","1023","Total AGEB urbana",1683,"494"
"025","1199","Total AGEB urbana",1413,"343"
"025","1945","Total AGEB urbana",59,"15"
"025","2229","Total AGEB urbana",1086,"256"
"025","2430","Total AGEB urbana",1027,"266"
"025","2411","Total AGEB urbana",4684,"1111"
"025","1894","Total AGEB urbana",3476,"849"
"025","2498","Total AGEB urbana",326,"82"
"025","0970","Total AGEB urbana",1253,"295"
"025","1540","Total AGEB urbana",5021,"1229"
"025","1555","Total AGEB urbana",2617,"628"
"025","195A","Total AGEB urbana",1193,"271"
"025","1998","Total AGEB urbana",209,"46"
"025","2002","Total AGEB urbana",206,"55"
"025","2110","Total AGEB urbana",3827,"1094"
"025","2159","Total AGEB urbana",220,"58"
"025","2286","Total AGEB urbana",230,"58"
"025","1150","Total AGEB urbana",4422,"1079"
"025","1165","Total AGEB urbana",2368,"583"
"025","156A","Total AGEB urbana",3921,"933"
"025","1574","Total AGEB urbana",5052,"1230"
"025","2318","Total AGEB urbana",231,"64"
"025","2426","Total AGEB urbana",3232,"817"
"025","0078","Total AGEB urbana",3651,"848"
"025","099A","Total AGEB urbana",895,"202"
"025","1004","Total AGEB urbana",1969,"461"
"025","1019","Total AGEB urbana",1377,"317"
"025","1112","Total AGEB urbana",1662,"411"
"025","0985","Total AGEB urbana",778,"199"
"025","1589","Total AGEB urbana",3244,"863"
"025","1593","Total AGEB urbana",1835,"547"
"025","1606","Total AGEB urbana",3264,"888"
"025","1875","Total AGEB urbana",627,"176"
"025","1911","Total AGEB urbana",714,"188"
"025","1983","Total AGEB urbana",236,"70"
"025","1610","Total AGEB urbana",5799,"1331"
"025","1625","Total AGEB urbana",6085,"1449"
"025","1964","Total AGEB urbana",935,"253"
"025","2125","Total AGEB urbana",18,"3"
"025","2290","Total AGEB urbana",95,"19"
"025","238A","Total AGEB urbana",428,"115"
"025","2394","Total AGEB urbana",2120,"519"
"025","2407","Total AGEB urbana",2100,"517"
"025","2553","Total AGEB urbana",1171,"267"
"025","0148","Total AGEB urbana",4695,"1150"
"025","1038","Total AGEB urbana",1867,"464"
"025","1076","Total AGEB urbana",4267,"1071"
"025","1979","Total AGEB urbana",156,"39"
"025","2568","Total AGEB urbana",141,"37"
"025","163A","Total AGEB urbana",7567,"1731"
"025","1644","Total AGEB urbana",7536,"1634"
"025","2303","Total AGEB urbana",51,"13"
"025","0025","Total AGEB urbana",5067,"1459"
"025","1042","Total AGEB urbana",3982,"979"
"025","1042","Total AGEB urbana",2769,"696"
"025","2500","Total AGEB urbana",6283,"1833"
"025","0010","Total AGEB urbana",798,"238"
"025","2515","Total AGEB urbana",7999,"2391"
"025","252A","Total AGEB urbana",6752,"2045"
"025","2534","Total AGEB urbana",1623,"458"
"025","2549","Total AGEB urbana",5714,"1697"
"025","245A","Total AGEB urbana",16650,"4848"
"025","2464","Total AGEB urbana",9587,"2827"
"025","2479","Total AGEB urbana",8040,"2289"
"026","0000","Total del municipio",31737,"7853"
"026","0075","Total AGEB urbana",243,"71"
"026","0145","Total AGEB urbana",152,"39"
"026","015A","Total AGEB urbana",0,"*"
"026","0164","Total AGEB urbana",182,"47"
"026","0179","Total AGEB urbana",288,"74"
"026","0200","Total AGEB urbana",3238,"817"
"026","0183","Total AGEB urbana",5585,"1300"
"026","0198","Total AGEB urbana",5141,"1335"
"027","0000","Total del municipio",12772,"3374"
"027","0049","Total AGEB urbana",3664,"903"
"027","0053","Total AGEB urbana",2162,"539"
"027","0068","Total AGEB urbana",917,"218"
"027","0072","Total AGEB urbana",31,"7"
"027","0087","Total AGEB urbana",346,"71"
"027","0091","Total AGEB urbana",3543,"1140"
"028","0000","Total del municipio",30045,"7779"
"028","0031","Total AGEB urbana",868,"270"
"028","0046","Total AGEB urbana",670,"176"
"028","0050","Total AGEB urbana",399,"100"
"028","0101","Total AGEB urbana",3963,"1002"
"028","0116","Total AGEB urbana",2905,"769"
"028","0120","Total AGEB urbana",95,"23"
"028","014A","Total AGEB urbana",4,"*"
"028","0154","Total AGEB urbana",1906,"525"
"028","0169","Total AGEB urbana",4308,"1184"
"028","0084","Total AGEB urbana",2789,"681"
"028","0135","Total AGEB urbana",4157,"1008"
"029","0000","Total del municipio",200750,"54664"
"029","0062","Total AGEB urbana",3494,"954"
"029","0081","Total AGEB urbana",8698,"2292"
"029","0113","Total AGEB urbana",2058,"550"
"029","0128","Total AGEB urbana",7577,"1928"
"029","0132","Total AGEB urbana",3785,"993"
"029","0147","Total AGEB urbana",2460,"623"
"029","0166","Total AGEB urbana",8670,"2218"
"029","0170","Total AGEB urbana",9749,"2488"
"029","0185","Total AGEB urbana",8271,"2195"
"029","019A","Total AGEB urbana",5275,"1371"
"029","0202","Total AGEB urbana",4882,"1250"
"029","0217","Total AGEB urbana",5681,"1398"
"029","0221","Total AGEB urbana",5775,"1501"
"029","0236","Total AGEB urbana",1503,"359"
"029","026A","Total AGEB urbana",7542,"2229"
"029","0274","Total AGEB urbana",4739,"1429"
"029","0289","Total AGEB urbana",21584,"6323"
"029","0293","Total AGEB urbana",11474,"3232"
"029","0306","Total AGEB urbana",10630,"2850"
"029","0310","Total AGEB urbana",6978,"1692"
"029","0325","Total AGEB urbana",10333,"2935"
"029","033A","Total AGEB urbana",5044,"1440"
"029","0344","Total AGEB urbana",8113,"2289"
"029","0359","Total AGEB urbana",6899,"2011"
"029","0363","Total AGEB urbana",11206,"3132"
"029","0378","Total AGEB urbana",5333,"1521"
"029","0522","Total AGEB urbana",5779,"1610"
"030","0000","Total del municipio",27692,"6127"
"030","003A","Total AGEB urbana",6418,"1396"
"030","0044","Total AGEB urbana",5988,"1309"
"030","0078","Total AGEB urbana",6219,"1400"
"030","0082","Total AGEB urbana",4360,"961"
"030","0097","Total AGEB urbana",2394,"538"
"030","010A","Total AGEB urbana",489,"127"
"031","0000","Total del municipio",705193,"180767"
"031","0037","Total AGEB urbana",1562,"388"
"031","0041","Total AGEB urbana",4622,"1202"
"031","008A","Total AGEB urbana",10644,"2681"
"031","0094","Total AGEB urbana",9356,"2468"
"031","0107","Total AGEB urbana",7737,"2042"
"031","0111","Total AGEB urbana",12179,"2949"
"031","0126","Total AGEB urbana",12506,"3213"
"031","0145","Total AGEB urbana",6177,"1563"
"031","015A","Total AGEB urbana",10451,"2702"
"031","0179","Total AGEB urbana",16986,"4268"
"031","0183","Total AGEB urbana",10396,"2800"
"031","0198","Total AGEB urbana",14216,"3595"
"031","0291","Total AGEB urbana",2647,"758"
"031","0304","Total AGEB urbana",2667,"753"
"031","0319","Total AGEB urbana",4316,"1217"
"031","0323","Total AGEB urbana",7704,"1985"
"031","0338","Total AGEB urbana",4490,"1128"
"031","0342","Total AGEB urbana",3513,"960"
"031","0357","Total AGEB urbana",3650,"947"
"031","0361","Total AGEB urbana",6202,"1569"
"031","0376","Total AGEB urbana",6355,"1651"
"031","0380","Total AGEB urbana",8785,"2263"
"031","0395","Total AGEB urbana",7425,"1829"
"031","0412","Total AGEB urbana",11073,"2936"
"031","0499","Total AGEB urbana",11683,"3086"
"031","0516","Total AGEB urbana",5377,"1355"
"031","0520","Total AGEB urbana",7866,"2000"
"031","0535","Total AGEB urbana",6048,"1701"
"031","054A","Total AGEB urbana",9587,"2694"
"031","0554","Total AGEB urbana",7029,"1904"
"031","0569","Total AGEB urbana",5509,"1512"
"031","0573","Total AGEB urbana",5639,"1419"
"031","0588","Total AGEB urbana",4632,"1274"
"031","0592","Total AGEB urbana",4658,"1224"
"031","0605","Total AGEB urbana",7848,"2175"
"031","061A","Total AGEB urbana",5392,"1423"
"031","0624","Total AGEB urbana",1680,"431"
"031","0639","Total AGEB urbana",6683,"1704"
"031","0643","Total AGEB urbana",6077,"1789"
"031","0658","Total AGEB urbana",7114,"1978"
"031","0662","Total AGEB urbana",8817,"2384"
"031","0677","Total AGEB urbana",8398,"2211"
"031","0681","Total AGEB urbana",4664,"1201"
"031","0696","Total AGEB urbana",7462,"1906"
"031","0713","Total AGEB urbana",6390,"1550"
"031","0728","Total AGEB urbana",7186,"2059"
"031","0747","Total AGEB urbana",8385,"1954"
"031","0751","Total AGEB urbana",5611,"1494"
"031","0766","Total AGEB urbana",1790,"504"
"031","0770","Total AGEB urbana",3829,"934"
"031","0785","Total AGEB urbana",4745,"1203"
"031","079A","Total AGEB urbana",7092,"1856"
"031","0802","Total AGEB urbana",6187,"1644"
"031","0817","Total AGEB urbana",7804,"1910"
"031","0821","Total AGEB urbana",7271,"1891"
"031","0836","Total AGEB urbana",2433,"580"
"031","0840","Total AGEB urbana",7300,"1830"
"031","0855","Total AGEB urbana",5603,"1431"
"031","086A","Total AGEB urbana",9681,"2438"
"031","0874","Total AGEB urbana",3780,"979"
"031","0889","Total AGEB urbana",6031,"1667"
"031","0893","Total AGEB urbana",5777,"1495"
"031","0906","Total AGEB urbana",4725,"1193"
"031","0910","Total AGEB urbana",6917,"1495"
"031","0925","Total AGEB urbana",1916,"503"
"031","093A","Total AGEB urbana",4251,"1099"
"031","0944","Total AGEB urbana",3702,"811"
"031","0959","Total AGEB urbana",7652,"2013"
"031","0963","Total AGEB urbana",97,"21"
"031","0978","Total AGEB urbana",908,"224"
"031","0982","Total AGEB urbana",2984,"749"
"031","0997","Total AGEB urbana",5103,"1262"
"031","1001","Total AGEB urbana",2518,"514"
"031","1016","Total AGEB urbana",5593,"1393"
"031","1020","Total AGEB urbana",7494,"1830"
"031","1035","Total AGEB urbana",13888,"3591"
"031","104A","Total AGEB urbana",18328,"4491"
"031","1054","Total AGEB urbana",2566,"517"
"031","1069","Total AGEB urbana",2146,"539"
"031","1073","Total AGEB urbana",924,"251"
"031","1088","Total AGEB urbana",1844,"446"
"031","1092","Total AGEB urbana",339,"89"
"031","1105","Total AGEB urbana",1013,"244"
"031","111A","Total AGEB urbana",27,"10"
"031","1124","Total AGEB urbana",589,"149"
"031","1143","Total AGEB urbana",1511,"356"
"031","1181","Total AGEB urbana",1891,"495"
"031","1196","Total AGEB urbana",728,"183"
"031","1213","Total AGEB urbana",3361,"827"
"031","1247","Total AGEB urbana",1970,"503"
"031","1251","Total AGEB urbana",10059,"2361"
"031","1266","Total AGEB urbana",567,"137"
"031","1270","Total AGEB urbana",669,"170"
"031","1285","Total AGEB urbana",153,"44"
"031","129A","Total AGEB urbana",7448,"1796"
"031","1302","Total AGEB urbana",2464,"612"
"031","1317","Total AGEB urbana",4395,"1163"
"031","1321","Total AGEB urbana",5092,"1386"
"031","1336","Total AGEB urbana",9733,"2585"
"031","1340","Total AGEB urbana",8445,"2149"
"031","1355","Total AGEB urbana",565,"157"
"031","136A","Total AGEB urbana",5203,"1441"
"031","1374","Total AGEB urbana",9405,"2315"
"031","1389","Total AGEB urbana",7491,"2172"
"031","1393","Total AGEB urbana",880,"218"
"031","1406","Total AGEB urbana",5362,"1314"
"031","1410","Total AGEB urbana",5749,"1416"
"031","1425","Total AGEB urbana",3190,"842"
"031","143A","Total AGEB urbana",3278,"811"
"031","1444","Total AGEB urbana",3989,"1040"
"031","1459","Total AGEB urbana",4744,"1213"
"031","1463","Total AGEB urbana",4433,"1139"
"031","1478","Total AGEB urbana",3363,"834"
"031","1482","Total AGEB urbana",6936,"1674"
"031","1497","Total AGEB urbana",6013,"1612"
"031","150A","Total AGEB urbana",4618,"1137"
"031","1514","Total AGEB urbana",9267,"2306"
"031","1529","Total AGEB urbana",2772,"696"
"031","1533","Total AGEB urbana",3706,"913"
"031","1548","Total AGEB urbana",5976,"1363"
"031","1552","Total AGEB urbana",5159,"1253"
"031","1567","Total AGEB urbana",2776,"670"
"031","1571","Total AGEB urbana",3014,"802"
"031","1586","Total AGEB urbana",3300,"796"
"031","1590","Total AGEB urbana",3148,"760"
"031","1603","Total AGEB urbana",1893,"438"
"031","1618","Total AGEB urbana",471,"129"
"031","1622","Total AGEB urbana",676,"161"
"031","1637","Total AGEB urbana",396,"100"
"031","1641","Total AGEB urbana",931,"217"
"031","1656","Total AGEB urbana",70,"23"
"031","1660","Total AGEB urbana",648,"178"
"031","1675","Total AGEB urbana",629,"162"
"031","168A","Total AGEB urbana",4437,"1124"
"032","0000","Total del municipio",37436,"8467"
"032","0034","Total AGEB urbana",1013,"262"
"032","0087","Total AGEB urbana",4590,"1046"
"032","0049","Total AGEB urbana",3372,"825"
"032","0072","Total AGEB urbana",5894,"1052"
"033","0000","Total del municipio",1645352,"448623"
"033","0012","Total AGEB urbana",40,"13"
"033","0031","Total AGEB urbana",5224,"1446"
"033","0050","Total AGEB urbana",5283,"1667"
"033","0065","Total AGEB urbana",3191,"1020"
"033","007A","Total AGEB urbana",2065,"587"
"033","0084","Total AGEB urbana",641,"178"
"033","0099","Total AGEB urbana",2435,"677"
"033","0101","Total AGEB urbana",4536,"1257"
"033","0120","Total AGEB urbana",3283,"872"
"033","0135","Total AGEB urbana",2390,"707"
"033","014A","Total AGEB urbana",2041,"578"
"033","0154","Total AGEB urbana",3261,"1048"
"033","0173","Total AGEB urbana",2615,"922"
"033","0188","Total AGEB urbana",6370,"1866"
"033","0192","Total AGEB urbana",3299,"1110"
"033","0205","Total AGEB urbana",1698,"557"
"033","021A","Total AGEB urbana",3056,"936"
"033","0224","Total AGEB urbana",4,"*"
"033","0239","Total AGEB urbana",3445,"916"
"033","0243","Total AGEB urbana",1996,"572"
"033","0258","Total AGEB urbana",2240,"656"
"033","0262","Total AGEB urbana",4411,"1191"
"033","0277","Total AGEB urbana",4161,"1208"
"033","0328","Total AGEB urbana",4405,"1407"
"033","0332","Total AGEB urbana",4242,"1230"
"033","0366","Total AGEB urbana",3109,"826"
"033","0370","Total AGEB urbana",1353,"390"
"033","0385","Total AGEB urbana",1569,"466"
"033","039A","Total AGEB urbana",1653,"446"
"033","0402","Total AGEB urbana",3093,"804"
"033","0417","Total AGEB urbana",1585,"471"
"033","0421","Total AGEB urbana",1846,"498"
"033","0436","Total AGEB urbana",4964,"1362"
"033","0440","Total AGEB urbana",4791,"1231"
"033","0455","Total AGEB urbana",6881,"1867"
"033","046A","Total AGEB urbana",2905,"782"
"033","0474","Total AGEB urbana",2528,"692"
"033","0489","Total AGEB urbana",2049,"566"
"033","0493","Total AGEB urbana",1636,"470"
"033","0506","Total AGEB urbana",1936,"528"
"033","0510","Total AGEB urbana",3451,"1021"
"033","0525","Total AGEB urbana",5573,"1622"
"033","053A","Total AGEB urbana",1276,"371"
"033","0544","Total AGEB urbana",1716,"490"
"033","0559","Total AGEB urbana",1650,"480"
"033","0563","Total AGEB urbana",5454,"1464"
"033","0578","Total AGEB urbana",7473,"1972"
"033","0582","Total AGEB urbana",10727,"2691"
"033","0597","Total AGEB urbana",1742,"476"
"033","0614","Total AGEB urbana",4714,"1289"
"033","0629","Total AGEB urbana",4474,"1259"
"033","0633","Total AGEB urbana",4385,"1242"
"033","0648","Total AGEB urbana",6201,"1794"
"033","0667","Total AGEB urbana",2640,"717"
"033","0686","Total AGEB urbana",6639,"1718"
"033","0703","Total AGEB urbana",5615,"1505"
"033","0718","Total AGEB urbana",2658,"735"
"033","0722","Total AGEB urbana",5634,"1496"
"033","0737","Total AGEB urbana",7329,"1965"
"033","0741","Total AGEB urbana",4660,"1275"
"033","0756","Total AGEB urbana",5167,"1595"
"033","0760","Total AGEB urbana",4891,"1500"
"033","078A","Total AGEB urbana",6779,"1828"
"033","0794","Total AGEB urbana",468,"126"
"033","0807","Total AGEB urbana",5104,"1348"
"033","0811","Total AGEB urbana",5546,"1492"
"033","0826","Total AGEB urbana",4201,"1217"
"033","0830","Total AGEB urbana",5242,"1408"
"033","0845","Total AGEB urbana",3869,"1040"
"033","085A","Total AGEB urbana",5825,"1642"
"033","0864","Total AGEB urbana",5140,"1367"
"033","0879","Total AGEB urbana",3713,"1051"
"033","0883","Total AGEB urbana",4812,"1307"
"033","0898","Total AGEB urbana",2130,"580"
"033","0900","Total AGEB urbana",5662,"1551"
"033","0915","Total AGEB urbana",5502,"1492"
"033","0934","Total AGEB urbana",3070,"803"
"033","0949","Total AGEB urbana",3266,"863"
"033","0953","Total AGEB urbana",2881,"790"
"033","0968","Total AGEB urbana",3990,"1026"
"033","0972","Total AGEB urbana",2910,"783"
"033","0987","Total AGEB urbana",1390,"329"
"033","0991","Total AGEB urbana",2672,"745"
"033","1006","Total AGEB urbana",9646,"2695"
"033","1010","Total AGEB urbana",8132,"2287"
"033","1025","Total AGEB urbana",3294,"886"
"033","103A","Total AGEB urbana",3846,"1191"
